,id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
287,https://www.alza.cz/sportferrino-triolet-48-5-2021-blue-black-d6414683.htm,https://www.mall.cz/damske-znackove-tasky-kabelky/triolet-48-5-2021-black-blue-100031419202?src=sug&s=Ferrino%20Triolet%2048%2B5%202021%20-%20blue%2Fblack,-1.0,0.0,0.8461538461538463,0.8219924855128742,-0.76,0.0,0.0,0.0,0.0,-0.7037037037037037,-0.8024276686133498,-0.76,0.0,0.0,-0.6736595734500036,-0.88,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,1
552,https://www.alza.cz/house-of-marley-little-bird-navy-d4590075.htm,https://www.mall.cz/dratova-sluchatka/marley-little-bird-namorni-modra,0.0,0.0,0.2307692307692308,0.3784638102824853,-0.84,0.0,0.0,0.0,0.0,-0.7073170731707317,-0.763220511009592,-0.84,0.0,0.0,-0.6592723361838246,-0.84,0.0,0.0,0.75,0.0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1
168,https://www.alza.cz/peteukanuba-adult-large-giant-lamb-2-5kg-d6318173.htm,https://www.mall.cz/granule-psi/eukanuba-senior-large-giant-lamb-25-kg,0.0,0.0,0.7142857142857142,0.7588220044349443,-0.76,0.0,0.0,0.0,0.0,-0.7560975609756098,-0.7961870575820019,-0.8,0.0,0.0,-0.1328604631923938,-0.52,0.0,0.8571428571428571,0.0,0.0,0,0,0,0,0,0,0,0.8260869565217391,0.0,0.8666666666666667,0.0,0.0384615384615384,0.0,22.9375,0
195,https://www.alza.cz/petduvo-bones-knotted-bone-uzel-buvoli-kost-27cm-2ks-d6552296.htm,https://www.mall.cz/dentalni-pamlsky/duvo-plus-bones-knotted-bone-2ks-27cm-uzel-buvoli-kost-100022273098,0.0,0.0,0.3999999999999999,1.0,-0.56,0.3333333333333333,0.0,0.0,0.0,-0.6097560975609756,-0.7978053657099993,-0.84,0.0,0.0,0.0385161572873258,-0.36,0.0,0.5555555555555556,0.0,0.0,0,0,0,0,0,0,0,0.8,0.0,0.7333333333333333,0.0,0.0,0.0,12.8125,1
448,https://www.alza.cz/jbl-club-one-d5782964.htm,https://www.mall.cz/sluchatka/jbl-club-one,0.0,1.0,1.0,1.0,-0.88,0.0,0.0,0.0,-1.0,-0.3191489361702128,-0.3767394812010242,-0.28,0.6666666666666666,0.5,0.2375790642022281,-0.36,-0.3142857142857143,0.7777777777777778,0.7333333333333333,0.0,0,0,0,0,0,0,0,0.75,0.0,0.875,0.3333333333333333,0.2777777777777778,0.0555555555555555,0.0,1
1334,https://www.alza.cz/aeg-mastery-flexishelf-sce818d3fs-d6744322.htm,https://www.mall.cz/vestavne-lednicky/aeg-mastery-customflex-sce819e5ts,0.0,0.0,0.0909090909090908,-0.2434371579221201,-0.76,0.0,0.0,-1.0,0.0,-0.6666666666666667,-0.7798528718061828,-0.8,0.0,0.0,-0.5318316058642265,-0.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.9047619047619048,0.0,0.8947368421052632,0.0,0.3333333333333333,0.0,0.0,0
557,https://www.alza.cz/koss-kph-7-bila-dozivotni-zaruka-d5599715.htm,https://www.mall.cz/herni-prislusenstvi/koss-cs-100,0.0,0.0,-0.3333333333333333,-0.5216818632800366,-0.92,0.0,0.0,0.0,0.0,-0.8571428571428572,-0.9247849880392968,-0.88,0.0,0.0,-0.9472238033351784,-1.0,0.7142857142857143,0.0,0.4285714285714285,0.0,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.0,0.0,0.4285714285714285,0.2142857142857142,0.0,0
1388,https://www.alza.cz/indesit-li7-s1e-s-d6448507.htm,https://www.mall.cz/volne-stojici-lednicky/indesit-li7-s1e-s,0.0,0.0,0.0,0.4473628590925509,-0.84,0.0,0.0,0.0,0.0,-0.641025641025641,-0.7945324618878108,-0.6,0.0,0.0,-0.1323852767498481,-0.28,0.8333333333333334,0.8181818181818182,0.5652173913043478,0.0,0,0,0,0,0,0,0,0.6842105263157895,0.0,0.8888888888888888,0.0,0.3214285714285714,0.0714285714285714,0.0,1
1170,https://www.alza.cz/58-philips-58pus8506-d6464550.htm,https://www.mall.cz/televizory/philips-58pus850612,0.0,1.0,0.4545454545454546,0.533535671249924,-0.84,0.0,0.0,-1.0,-1.0,-0.1764705882352941,-0.2342340528685899,-0.56,0.5555555555555556,0.6666666666666666,-0.4484056302108722,-0.28,0.4545454545454545,0.0,0.4705882352941176,0.5,0,0,0,0,0,0,0,0.7454545454545455,0.0,0.6585365853658537,0.5,0.2121212121212121,0.0303030303030303,0.0,1
293,https://www.alza.cz/sportunder-armour-roland-khaki-stribrna-d5851650.htm,https://www.mall.cz/damske-znackove-tasky-kabelky/under-armour-roland-backpack-grey-1327793-041-100059353611?src=sug&s=Under%20Armour%20Roland%20khaki%2Fst%C5%99%C3%ADbrn%C3%A1,-1.0,0.0,0.0,-0.0073223903546704,-0.88,0.0,0.0,0.0,0.0,-0.8596491228070176,-0.8173012793159407,-0.92,0.0,0.0,-0.2215095770301434,-0.6799999999999999,0.6363636363636364,0.75,0.0,0.0,0,0,0,0,0,0,0,0.8947368421052632,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0
933,https://www.alza.cz/romo-rwf2266b-d6469405.htm,https://www.mall.cz/pracky-predni-plneni/romo-pracka-rwf2266b-4-roky-zaruka-po-registraci-100055601854?src=sug&s=ROMO%20RWF2266B,0.0,0.0,0.8666666666666667,0.818194718589927,-0.72,0.0,0.0,1.0,0.0,-0.5833333333333333,-0.6286109720642483,-0.56,0.7142857142857143,0.0,0.1428520283865479,-0.64,0.5,0.8888888888888888,0.0,0.0,0,0,0,0,0,0,0,0.8571428571428571,0.0,0.6875,0.0,0.0,0.0,0.0,1
934,https://www.alza.cz/romo-rwf2266b-d6469405.htm,https://www.mall.cz/pracky-predni-plneni/romo-pracka-rwf2281l-4-roky-zaruka-po-registraci-100058923650?src=sug&s=Romo%20PRAČKA%20RWF22,0.0,0.0,0.6000000000000001,0.2412576228869449,-0.76,0.0,0.0,1.0,0.0,-0.5555555555555556,-0.6346695901996959,-0.52,0.0,0.7777777777777778,0.1192219396339333,-0.6799999999999999,0.0,0.9,0.0,0.0,0,0,0,0,0,0,0,0.875,0.0,0.7297297297297297,0.0,0.0,0.0,0.0,0
1336,https://www.alza.cz/beko-bcha275k4sn-d6436241.htm,https://www.mall.cz/vestavne-lednicky/beko-bcha275k4sn,0.0,0.0,0.3333333333333332,0.5132663312501904,-0.92,0.0,0.0,-1.0,0.0,-0.7362637362637363,-0.789239764779827,-0.8,0.0,0.0,-0.1415875683724253,-0.4,0.0,0.0,0.6153846153846154,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.8620689655172413,0.0,0.3333333333333333,0.0416666666666666,0.0,1
766,https://www.alza.cz/hobby7dilna-zahradni-sedaci-souprava-kremove-podusky-masivni-akacie-3057637-3057637-d6452164.htm,https://www.mall.cz/sety-nabytek/shumee-7dilna-zahradni-sedaci-souprava-kremove-podusky-masivni-akacie-100049323909,-1.0,0.0,0.7777777777777777,0.3872970785734635,-0.6799999999999999,0.0,0.0,0.0,0.0,-0.8666666666666667,-0.8719971200312915,-0.92,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1138,https://www.alza.cz/32-strong-srt32hc2003-d6462279.htm,https://www.mall.cz/televizory/strong-srt-32hc5433,0.0,0.0,-0.4285714285714286,-0.3853078964227165,-0.96,0.0,0.0,-1.0,0.0,-0.368421052631579,-0.5030686136435849,-0.48,0.2,0.0,-0.6052325984764471,-0.76,-0.4545454545454545,0.7894736842105263,0.7575757575757576,0.6842105263157895,0,0,0,0,0,0,0,0.84,0.0,0.8095238095238095,0.0,0.2692307692307692,0.0384615384615384,0.0,0
1265,https://www.alza.cz/65-hisense-65a76gq-d6771651.htm,https://www.mall.cz/televizory/hisense-65a76gq,0.0,1.0,0.3333333333333332,0.6704131985022665,-0.92,0.0,0.0,-1.0,0.0,-0.2112676056338028,-0.2382800119685661,-0.6799999999999999,0.4285714285714285,0.75,-0.5219645735409252,-0.52,0.7142857142857143,0.68,0.5555555555555556,0.5384615384615384,0,0,0,0,0,0,0,0.7586206896551724,0.0,0.6271186440677966,0.0,0.2058823529411764,0.0294117647058823,0.0,1
512,https://www.alza.cz/swissten-earbuds-rainbow-ys-d2-bila-d6546614.htm,https://www.mall.cz/sluchatka-usi/swissten-active-cervena,0.0,0.0,-1.0,-0.5194366814680484,-0.96,0.0,0.0,0.0,0.0,-0.7922077922077921,-0.8899896500814359,-0.8,0.0,0.0,-0.4792558409527393,-0.84,0.6470588235294118,0.0,0.5384615384615384,0.0,0,0,0,0,0,0,0,0.8378378378378378,0.0,0.0,0.0,0.4285714285714285,0.0714285714285714,0.0,0
1309,https://www.alza.cz/55-sony-bravia-xr-55a80j-d6364480.htm,https://www.mall.cz/televizory/sony-xr-55a80j,0.0,0.0,-0.5,0.4144528358260284,-0.88,0.0,0.0,-1.0,1.0,-0.1014492753623188,-0.4168438186154626,-0.48,0.1428571428571428,0.0,-0.1142646116597027,-0.16,-2.466666666666667,0.9375,0.375,0.7272727272727273,0,0,0,0,0,0,0,0.7428571428571429,0.0,0.8688524590163934,0.75,0.21875,0.03125,0.0,1
93,https://www.alza.cz/realme-gt-master-5g?dq=6704302,https://www.mall.cz/mobilni-telefony/realme-gt-5g-8gb128gb-dashing-blue,0.0,0.0,-0.4,-0.1440451728551425,-0.8,0.0,0.0,0.3333333333333332,0.0,-0.2307692307692307,-0.1782191561035118,-0.16,0.4545454545454545,0.0,-1.0,-1.0,0.0,0.0,0.8490566037735849,0.8,0,0,0,0,0,0,0,0.8734177215189873,0.3333333333333333,0.8421052631578947,0.0,0.2372881355932203,0.0677966101694915,47.625,0
583,https://www.alza.cz/razer-blackshark-v2-x-d6125309.htm,https://www.mall.cz/herni-prislusenstvi/razer-blackshark-v2-pro-rz04-03220100-r3m1-,-1.0,0.0,0.0909090909090908,0.2257735006787933,-0.88,0.0,0.0,-1.0,0.0,-0.3488372093023255,-0.5883803674081665,-0.3199999999999999,0.4,0.0,0.0989222536515128,-0.6,0.6470588235294118,0.0,0.6666666666666666,0.0,0,0,0,0,0,0,0,0.6923076923076923,0.0,0.0,0.0,0.2,0.1,0.0,0
793,https://www.alza.cz/hobby4dilna-zahradni-sedaci-souprava-z-palet-drevo-medove-hneda-277453-277453-d6450430.htm,https://www.mall.cz/sety-nabytek/shumee-4dilna-zahradni-sedaci-souprava-z-palet-drevo-medove-hneda-100018331889,-1.0,0.0,0.8,0.4045407184008944,-0.64,0.0,0.0,0.0,0.0,-0.9272727272727272,-0.9489374427465094,-0.96,0.0,0.0,-0.3257834658412553,-0.52,-0.1428571428571428,0.8461538461538461,0.0,0.0,0,0,0,0,0,0,0,0.8461538461538461,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0
989,https://www.alza.cz/rabalux-5457-lustr-na-lanku-pixie-1xe27-60w-230v-d6411683.htm,https://www.mall.cz/svitidla/rabalux-5459-petrina-lustr-na-lanku-1xe27-40w-230v-100041526686?src=sug&s=Rabalux%20lustr%20na%20lanku%20PIXIE,-1.0,0.0,0.4545454545454546,0.3315261628775967,-0.6799999999999999,0.5,0.0,-1.0,0.0,-0.875,-0.5809134713140951,-0.88,0.0,0.0,-0.6708261743178979,-0.84,0.4285714285714285,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0
996,https://www.alza.cz/hobbytradag-natura-30-x-40-cerny-d6826822.htm,https://www.mall.cz/dekorace-ramecky/tradag-fotoramecek-natura-30x40-cerny-100067248701,0.0,0.0,0.6666666666666667,0.6826464511203476,-0.8,0.0,0.0,0.0,0.0,-0.4285714285714286,-0.5633824420645271,-0.76,0.0,0.0,-0.4793749229505757,-0.64,-0.3333333333333333,0.7777777777777778,0.0,0.0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.75,0.0,0.0,0.0,0.0,1
1013,https://www.alza.cz/hobbypodusky-na-zidle-4-ks-40-x-40-x-7-cm-zelene-d6763077.htm,https://www.mall.cz/prislusenstvi-zidle/shumee-podusky-na-zidle-4-ks-antracitove-50-x-50-x-7-cm-textil-100058277953,0.0,0.0,0.4545454545454546,0.065774345035817,-0.6799999999999999,0.0,0.0,0.0,0.0,-0.6981132075471699,-0.7025881557887086,-0.84,0.0,0.0,-0.288855651793235,-0.56,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0
66,https://www.alza.cz/tcl-20l?dq=6488316,https://www.mall.cz/mobilni-telefony/tcl-20l-luna-blue,0.0,1.0,0.0,0.040706019664781,-0.88,0.0,0.0,0.3333333333333332,-1.0,-0.1879699248120301,-0.1456781886832321,-0.4,0.3333333333333333,0.0,-0.0254172026239778,-0.4,-0.9166666666666666,0.8823529411764706,0.6923076923076923,0.7142857142857143,0,0,0,0,0,0,0,0.7959183673469388,0.3333333333333333,0.8,0.5,0.25,0.1166666666666666,0.0,1
817,https://www.alza.cz/remoska-d52f10-4l-dua-glass-d6743429.htm,https://www.mall.cz/elektricke-panve/remoska-elektricka-panev-d51f10-2l,0.0,0.0,0.25,0.1423699870260315,-0.8,0.0,0.0,0.0,0.0,-0.8181818181818181,-0.8920509759309753,-0.92,0.0,0.0,-0.0472539472265898,-0.52,0.0,0.9230769230769232,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.9310344827586208,0.0,0.1176470588235294,0.1176470588235294,0.0,0
1044,https://www.alza.cz/hobbyelektricke-polohovaci-kreslo-vinove-textil-d6740601.htm,https://www.mall.cz/kresla-usak/shumee-elektricke-masazni-polohovaci-kreslo-vinove-textil-100065768888,0.0,0.0,0.6666666666666667,0.7361816952935158,-0.8,0.0,0.0,0.0,0.0,-0.9230769230769232,-0.8013545636584569,-0.96,0.0,0.0,-0.2795538081352123,-0.72,0.7777777777777778,0.8461538461538461,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0
319,https://www.alza.cz/asus-tuf-gaming-dash-f15-f516?dq=6504928,https://www.mall.cz/notebooky/asus-tuf-dash-f15-seda-fx516pm-hn002-100059247049,0.0,1.0,0.0,-0.02347440069961,-0.84,0.0,0.0,0.6000000000000001,0.0,-0.2444444444444444,-0.4065582051380585,-0.3199999999999999,0.5384615384615384,0.7142857142857143,-0.550477594037919,-0.52,0.5428571428571428,0.92,0.8285714285714286,0.7777777777777778,0,0,0,0,0,0,0,0.7831325301204819,0.2,0.6949152542372882,0.3333333333333333,0.0666666666666666,0.05,0.0,0
608,https://www.alza.cz/koss-kph-7-zelena-24-mesicu-d2649273.htm,https://www.mall.cz/dratova-sluchatka/koss-kph-14-2-roky-zaruka-zelena,0.0,0.0,0.1428571428571428,0.1338969780431125,-0.84,0.0,0.0,0.0,0.0,-0.8620689655172413,-0.8340576123464805,-0.84,0.0,0.0,-0.6825520460177615,-0.8,0.6666666666666666,0.0,0.8461538461538461,0.0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.8,0.0,0.3846153846153846,0.0769230769230769,0.0,0
1061,https://www.alza.cz/hobbyosuska-modal-soft-100-x-150-cm-d6726089.htm,https://www.mall.cz/osusky/osuska-modal-soft-vinova-100022191533,0.0,0.0,0.6000000000000001,0.6564487072429941,-0.84,0.0,0.0,0.0,0.0,-0.8095238095238095,-0.7480559522404227,-0.92,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4285714285714285,0.1428571428571428,0.0,0
634,https://www.alza.cz/nacon-rig-400hx-cerna-d6438716.htm,https://www.mall.cz/herni-prislusenstvi/nacon-rig-400hs-cerna-rig400hs,0.0,0.0,-0.1111111111111111,0.1488123188342385,-0.88,0.0,0.0,0.0,0.0,-0.4736842105263158,-0.627264289373946,-0.48,0.5555555555555556,0.0,-0.2621967465242927,-0.64,-0.0476190476190476,0.875,0.3846153846153846,0.0,0,0,0,0,0,0,0,0.6744186046511628,0.0,0.8,0.0,0.25,0.15,0.0,0
1003,https://www.alza.cz/hobbykobercove-naslapy-na-schody-15-ks-6525-cm-matne-cervene-d6723472.htm,https://www.mall.cz/kusove-koberce/greatstore-kobercove-naslapy-na-schody-15-ks-65-x-25-cm-matne-cervene-100067240345,0.0,0.0,0.8333333333333333,0.8585920980521635,-0.56,0.0,0.0,0.0,0.0,-0.9298245614035088,-0.9221749416478392,-0.96,0.0,0.0,-0.1165627570450241,-0.52,0.6923076923076923,0.6,0.0,0.0,0,0,0,0,0,0,0,0.7272727272727273,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1
826,https://www.alza.cz/keepcup-brew-cork-black-227ml-s-d6218783.htm,https://www.mall.cz/termosky/keepcup-brew-cork-black-340-ml-m-skleneny?src=sug&s=KeepCup%20Brew%20Cork%20Black%20,0.0,0.0,0.0,-0.1113197951890916,-0.84,0.0,0.0,-1.0,0.0,-0.5555555555555556,-0.341004992379027,-0.72,0.0,0.0,-0.2490371616874326,-0.48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1472,https://www.alza.cz/electrolux-ltb1ae28w0-d6237913.htm,https://www.mall.cz/volne-stojici-chladnicky-mrazak-nahore/electrolux-ltb1af24u0,0.0,0.0,0.1428571428571428,-0.2422357911033521,-0.76,0.0,0.0,-1.0,0.0,-0.7575757575757576,-0.8520185828128475,-0.88,0.0,0.0,-0.6756879085968954,-0.76,0.0,0.0,0.8,0.0,0,0,0,0,0,0,0,0.7575757575757576,0.0,0.7894736842105263,0.0,0.4090909090909091,0.0,0.0,0
1303,https://www.alza.cz/75-lg-75nano75p-d6409475.htm,https://www.mall.cz/televizory/lg-75nano75p,0.0,1.0,0.3333333333333332,0.6098918535229441,-0.92,0.0,0.0,-1.0,1.0,-0.0434782608695651,-0.1712724273546915,-0.52,0.5,0.7142857142857143,-0.5243376537842268,-0.56,-1.6363636363636365,0.7391304347826086,0.5555555555555556,0.6923076923076923,0,0,0,0,0,0,0,0.7910447761194029,0.0,0.8571428571428571,0.3333333333333333,0.2058823529411764,0.0,0.0,1
1471,https://www.alza.cz/electrolux-ltb1ae28w0-d6237913.htm,https://www.mall.cz/volne-stojici-chladnicky-mrazak-nahore/electrolux-ltb1ae24w0,0.0,0.0,0.1428571428571428,-0.2422357911033521,-0.76,0.0,0.0,-1.0,0.0,-0.7948717948717949,-0.8106413048347627,-0.92,0.0,0.0,-0.6692099834973237,-0.76,0.0,0.0,0.7,0.0,0,0,0,0,0,0,0,0.9393939393939394,0.0,0.9166666666666666,0.0,0.4090909090909091,0.0454545454545454,0.0,0
352,https://www.alza.cz/dell-vostro-5581?dq=6591871,https://www.mall.cz/notebooky/dell-vostro-15-5515-seda-66dtt-100061551311?tab=parameters,1.0,1.0,0.1999999999999999,0.2408903235724309,-0.88,0.0,0.0,0.0,0.0,-0.3478260869565217,-0.2481169092999063,-0.36,0.4,0.7142857142857143,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8367346938775511,0.3333333333333333,0.9215686274509804,0.3333333333333333,0.0,0.0,0.0,0
212,https://www.alza.cz/sportferrino-finisterre-48-2021-blue-d6789647.htm,https://www.mall.cz/velke-batohy/ferrino-triolet-485-2021-blackblue,1.0,0.0,0.3333333333333332,0.3141060616657034,-0.84,0.0,0.3333333333333333,-1.0,0.0,-0.5789473684210527,-0.6213655827624908,-0.6799999999999999,0.0,0.6,-0.2798116040744668,-0.84,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.75,0.0,0.0,0.0,5.6875,0
358,https://www.alza.cz/dell-latitude-3490?dq=6636106,https://www.mall.cz/notebooky/dell-latitude-14-5420-seda-tgghk-100061550905,-1.0,1.0,-0.1111111111111111,-0.3206761098232356,-0.92,0.0,0.0,-1.0,0.0,-0.4545454545454546,-0.4924788308449653,-0.52,0.7777777777777778,0.0,0.0027647592084119,-0.6,0.8095238095238095,0.9649122807017544,0.0,0.76,0,0,0,0,0,0,0,0.9682539682539684,0.0,0.8117647058823529,0.3333333333333333,0.0862068965517241,0.0517241379310344,0.0,0
60,https://www.alza.cz/doogee-s86-pro?dq=6591945,https://www.mall.cz/mobilni-telefony/doogee-s58-pro-6gb-64gb-black-100059195523?src=sug&s=doogee%20s8,0.0,0.0,-0.2727272727272727,-0.2546733463880406,-0.92,0.0,0.0,-1.0,0.0,-0.3267326732673267,-0.3788744588266592,-0.36,0.8571428571428571,0.4285714285714285,-0.3007006117725121,-0.72,0.8461538461538461,0.8181818181818182,0.0,0.0,0,0,0,0,0,0,0,0.8765432098765432,0.0,0.8723404255319149,0.0,0.0,0.0,15.8125,0
1375,https://www.alza.cz/chiq-fbm317nei32-d6524114.htm,https://www.mall.cz/volne-stojici-lednicky/chiq-fbm317nei32-12-let-zaruka-na-kompresor-100059318002,0.0,0.0,0.75,0.7081783122967709,-0.72,0.0,0.0,0.0,0.0,0.3999999999999999,0.5385755100206815,-0.16,0.2,0.0,-0.3315560604647319,-0.64,0.6666666666666666,0.0,0.6363636363636364,0.0,0,0,0,0,0,0,0,0.5757575757575758,0.0,0.7272727272727273,0.0,0.36,0.04,0.0,1
1096,https://www.alza.cz/compactor-free-organizer-do-zasuvky-sedy-d6871039.htm,https://www.mall.cz/bytove-doplnky/compactor-organizer-do-zasuvky-free-sedy,0.0,0.0,1.0,1.0000000000000004,-0.76,0.0,0.0,0.0,0.0,-0.7837837837837838,-0.8492023470435349,-0.92,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4285714285714285,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,1
1343,https://www.alza.cz/samsung-rb36t675cww-ef-d6198435.htm,https://www.mall.cz/volne-stojici-lednicky/samsung-rb36t675cwwef,0.0,1.0,0.8823529411764706,0.8875015664217969,-0.6799999999999999,0.0,0.0,0.0,-1.0,-0.6893203883495146,-0.7516356013345709,-0.64,0.0,0.0,0.1691301964448734,-0.3199999999999999,0.0,0.0,0.75,0.0,0,0,0,0,0,0,0,0.7058823529411765,0.0,0.8888888888888888,0.3333333333333333,0.3461538461538461,0.0769230769230769,0.0,1
646,https://www.alza.cz/hobbyvavex-tapeta-108215-d6633966.htm,https://www.mall.cz/dekorace-tapety-zed/vavex-modra-vliesova-tapeta-geometricky-3d-vzor-j50601-geometry-vavex-100036274912,-1.0,0.0,-0.3846153846153846,-0.1927615310586097,-0.92,0.0,0.0,0.0,0.0,-0.5897435897435898,-0.6594682322793914,-0.84,0.0,0.0,-0.385865457952444,-0.6799999999999999,0.2,0.0,0.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2857142857142857,0.0,0
1112,https://www.alza.cz/65-philips-65oled936-d6464563.htm,https://www.mall.cz/televizory/philips-65oled805-12,0.0,1.0,-0.4285714285714286,-0.5693594682177432,-0.96,0.0,0.0,-1.0,-1.0,-0.2228571428571428,-0.3565412032579009,-0.6799999999999999,0.25,0.0,-0.3490673144135184,-0.4,0.2727272727272727,0.0,0.5555555555555556,0.9090909090909092,0,0,0,0,0,0,0,0.8214285714285714,0.0,0.8775510204081632,0.5,0.2121212121212121,0.0,0.0,0
924,https://www.alza.cz/kava-praha-lavazza-qualita-rossa-1000g-zrnkova-d2898745.htm,https://www.mall.cz/zrnkova-kava/lavazza-qualita-oro-zrnkova-kava-1-kg-100069171393,0.0,0.0,0.2307692307692308,-0.3491504736352119,-0.92,0.0,0.0,0.0,0.0,-0.7575757575757576,-0.6539897329019262,-0.92,0.0,0.0,-0.4838949809579908,-0.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.0,0.8181818181818182,0.0,0.1666666666666666,0.0,0.0,0
206,https://www.alza.cz/petles-filous-duck-breast-kachni-platky-susene-100g-d6552397.htm,https://www.mall.cz/dentalni-pamlsky/les-filous-soft-chicken-breast-100g-kureci-platky-mekke-100022278224,0.0,0.0,0.1111111111111111,0.1186183717466027,-0.76,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.0578492802135464,-0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4.0625,0
405,https://www.alza.cz/hp-15-da?dq=6150952,https://www.mall.cz/notebooky/hp-15s-fq2404nc-463s4ea,0.0,0.0,0.0909090909090908,-0.4181982632995588,-0.88,0.0,0.0,0.6000000000000001,0.0,-0.3015873015873016,-0.3688259786767626,-0.4399999999999999,0.8,0.8181818181818182,-0.0102089902044912,-0.64,-0.5384615384615384,0.8947368421052632,0.8709677419354839,0.5384615384615384,0,0,0,0,0,0,0,0.7971014492753623,0.2,0.75,0.0,0.1764705882352941,0.0588235294117647,0.0,0
534,https://www.alza.cz/logitech-g733-league-of-legends-edition-d6369302.htm,https://www.mall.cz/herni-prislusenstvi/logitech-g733-lightspeed-bila-981-000883-,-1.0,1.0,-0.2727272727272727,-0.2952940867109845,-0.92,0.0,0.0,-1.0,-1.0,-0.5876288659793815,-0.7529657978218518,-0.6,0.7142857142857143,0.0,-0.2484265024039184,-0.28,0.0588235294117647,0.6666666666666666,0.6,0.0,0,0,0,0,0,0,0,0.5294117647058824,0.0,0.7333333333333333,0.3333333333333333,0.238095238095238,0.1428571428571428,0.0,0
235,https://www.alza.cz/sportdakine-network-26l-hoxton-d5779781.htm,https://www.mall.cz/damske-znackove-tasky-kabelky/dakine-batoh-dakine-network-32l-rincon-100062566809,0.0,0.0,0.0909090909090908,0.0740061748543206,-0.88,0.0,0.0,0.0,0.0,-0.6875,-0.8004061037198811,-0.8,0.0,0.0,-0.2171047909059471,-0.72,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.1,0.0,0.0,0
1237,https://www.alza.cz/85-samsung-ue85au8072-d6366879.htm,https://www.mall.cz/televizory/samsung-ue75au9072u,0.0,1.0,-0.3333333333333333,-0.6601159613421799,-0.96,0.0,0.0,-1.0,0.3333333333333332,-0.0326797385620915,-0.1492817998866882,-0.56,0.6666666666666666,0.8333333333333334,-0.4460687427568588,-0.52,-1.761904761904762,0.0,0.7058823529411765,0.6153846153846154,0,0,0,0,0,0,0,0.8064516129032258,0.0,0.7966101694915254,0.6363636363636364,0.21875,0.0625,0.0,0
469,https://www.alza.cz/genius-hs-04su-d297897.htm,https://www.mall.cz/sluchatka/genius-headset-hs-300n-skladaci-100075309757,0.0,0.0,-0.1111111111111111,-0.2625187215470701,-0.92,0.0,0.0,0.0,0.0,-0.5862068965517242,-0.7009095628154117,-0.6799999999999999,0.0,0.0,-0.1696815661849495,-0.4,0.4666666666666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0
