id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,match
b000mtebtu,http://www.google.com/base/feeds/snippets/18364838137912496431,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.93026941362916,-0.8817982364768877,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0,0,0
b000byr41s,http://www.google.com/base/feeds/snippets/825708128584676723,0.0,0.0,-0.5,-0.1429491776001892,-0.96,0.0,0.0,0.0,0.0,-0.7402597402597403,-0.863862355462225,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0002ce0v6,http://www.google.com/base/feeds/snippets/17297585967951704634,0.0,0.0,0.5384615384615385,0.5285335729199316,-0.8,0.0,0.0,0.0,0.0,-0.4285714285714286,-0.4165031019445463,-0.52,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0009yx9bo,http://www.google.com/base/feeds/snippets/14640507864355837784,-1.0,0.0,-0.3846153846153846,-0.1271751953662558,-0.92,0.0,0.0,-1.0,0.0,-0.6470588235294117,-0.8841272081142045,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0007r7e7i,http://www.google.com/base/feeds/snippets/13218648423238016780,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9493670886075948,-0.9311379218785916,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndid62,http://www.google.com/base/feeds/snippets/12902588696220790386,-1.0,0.0,-0.5294117647058824,-0.6793362634721446,-0.92,0.0,0.0,-1.0,0.0,-0.8787878787878788,-0.5083598035683645,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00083grii,http://www.google.com/base/feeds/snippets/16834718008818330717,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.9411764705882352,-0.9927335503452156,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fb9w3a,http://www.google.com/base/feeds/snippets/17941162981056466173,0.0,0.0,-0.5555555555555556,-0.2123233175031814,-0.96,0.0,0.0,-1.0,0.0,-0.8297872340425532,-0.4221898847614752,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000bvxob0,http://www.google.com/base/feeds/snippets/17109232825301524668,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.8677685950413223,-0.9216190541471816,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000a3x6te,http://www.google.com/base/feeds/snippets/13709659866021319390,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.9333333333333332,-0.9741309864316424,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0007yepxc,http://www.google.com/base/feeds/snippets/16880957175645692718,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7575757575757576,-0.9497751367317632,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000evo8h6,http://www.google.com/base/feeds/snippets/18368735287693525011,0.0,0.0,0.3333333333333332,0.749110843562208,-0.84,0.0,0.0,-1.0,0.0,-0.8064516129032258,-0.7183943171168123,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000cqpc32,http://www.google.com/base/feeds/snippets/17022059155449110234,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000a6na6a,http://www.google.com/base/feeds/snippets/13683080246470730706,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.6,-0.798514319651764,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.0,0,0,0
b000ihxoa8,http://www.google.com/base/feeds/snippets/18375727536761565021,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.7142857142857143,-0.9301820388339574,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00022ptt8,http://www.google.com/base/feeds/snippets/6075515533589426153,0.0,-1.0,-0.7333333333333334,-0.8572950296775035,-0.96,0.0,0.0,-1.0,-1.0,-0.940928270042194,-0.8122153036211905,-0.84,0.0,0.7647058823529411,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.0,0,0,0
b0007sxgn8,http://www.google.com/base/feeds/snippets/4028925535037360971,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.9111111111111112,-0.9854193415278412,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fqvxf0,http://www.google.com/base/feeds/snippets/9954012264342776691,-1.0,0.0,-0.5,-0.3680674331974225,-0.84,0.0,0.0,-1.0,0.0,-0.6666666666666667,-0.3040294909699458,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b00070ouja,http://www.google.com/base/feeds/snippets/13771177133224281760,-1.0,0.0,0.3333333333333332,0.5618501452406255,-0.8,0.0,0.0,-1.0,0.0,-0.5,0.0146495558764574,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000feyg7o,http://www.google.com/base/feeds/snippets/15564784742978828373,0.0,0.0,0.0909090909090908,0.2132870862183158,-0.88,0.0,0.0,0.0,0.0,-0.948051948051948,-0.9567144875720868,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000b85aag,http://www.google.com/base/feeds/snippets/13638966826111180048,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.927797833935018,-0.8593533007420395,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.875,0.0,0,0,0
b000ehs6ic,http://www.google.com/base/feeds/snippets/9897777989987457856,0.0,0.0,0.0,0.4098461115385956,-0.88,0.0,0.0,0.0,0.0,-0.6129032258064516,-0.6875115715192035,-0.6799999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000cco5wa,http://www.google.com/base/feeds/snippets/18399649966535337055,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gb0m7y,http://www.google.com/base/feeds/snippets/18399052852205689839,-1.0,0.0,-0.6923076923076923,-0.8633305705523612,-0.96,0.0,0.0,-1.0,0.0,-0.9761194029850746,-0.980867924553704,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ju9nao,http://www.google.com/base/feeds/snippets/17883807494570304453,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000jywfq4,http://www.google.com/base/feeds/snippets/16758368985966319493,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8947368421052632,-0.989340916127093,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0007lw230,http://www.google.com/base/feeds/snippets/10595032077010116055,0.0,0.0,0.3333333333333332,-0.1346028121790639,-0.92,0.0,0.0,0.0,0.0,-0.7272727272727273,-0.4684749029412882,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000hkim7q,http://www.google.com/base/feeds/snippets/17555720475076621347,0.0,0.0,-0.1999999999999999,0.3060209580767759,-0.8,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b0002i6l7g,http://www.google.com/base/feeds/snippets/3887119395489365873,0.0,0.0,0.0,0.3483274547621717,-0.92,0.0,0.0,0.0,0.0,-0.6106194690265487,-0.2765143885781457,-0.84,0.0,0.7142857142857143,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.0,0,0,1
b000gkshi6,http://www.google.com/base/feeds/snippets/11014840369488272029,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8147138964577657,-0.7114606228801451,-0.6,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000b676fa,http://www.google.com/base/feeds/snippets/17287121683556987858,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0000azvvs,http://www.google.com/base/feeds/snippets/18390118973303367726,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8181818181818181,-0.6413253436403995,-0.96,0.0,0.6,0,0,0,0,0,0,0,0.0,0.0,0.75,0.0,0,0,0
b000fb9w3a,http://www.google.com/base/feeds/snippets/16238462345714207225,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gamw7s,http://www.google.com/base/feeds/snippets/11784459841921410504,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hcqqmc,http://www.google.com/base/feeds/snippets/13155861182364344638,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.864406779661017,-0.9608410827302628,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0007lw230,http://www.google.com/base/feeds/snippets/17298610841039937504,0.0,0.0,-0.1428571428571429,-0.0906103239894022,-0.84,0.0,0.3333333333333333,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,1
b000aqadlu,http://www.google.com/base/feeds/snippets/13494199552150418325,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7948717948717949,-0.931332461237256,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ffsgho,http://www.google.com/base/feeds/snippets/8301505750101645725,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7966101694915254,-0.9051857700895956,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fncrto,http://www.google.com/base/feeds/snippets/14848218554019406958,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7468354430379747,-0.8138056949016065,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00005auzh,http://www.google.com/base/feeds/snippets/15389880066298029811,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000kjzigw,http://www.google.com/base/feeds/snippets/17214555580577222881,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0007lw230,http://www.google.com/base/feeds/snippets/16596657818717861550,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.9661016949152542,-0.9520333279627176,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000067vpa,http://www.google.com/base/feeds/snippets/18389772286278704810,0.0,0.0,0.1428571428571428,0.1012962905730847,-0.92,0.0,0.0,0.0,-1.0,-0.0654205607476635,0.2828702577485793,-0.1999999999999999,0.0,0.3333333333333333,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,1
b000fiejt0,http://www.google.com/base/feeds/snippets/10262120275655126189,0.0,0.0,-0.8,-0.9428887646898834,-0.96,0.0,0.6,0.0,0.0,-0.7362637362637363,-0.9520789772420128,-0.88,0.0,0.3333333333333333,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,0
b00005aycg,http://www.google.com/base/feeds/snippets/15694563717998160100,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.9731543624161074,-0.9903467518589578,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0006zf55o,http://www.google.com/base/feeds/snippets/14744097372104507678,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.9494661457626014,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gwkol2,http://www.google.com/base/feeds/snippets/18376303388125635572,-1.0,-1.0,-0.6521739130434783,-0.3261788994209363,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000nkfee4,http://www.google.com/base/feeds/snippets/10699505690150129858,-1.0,0.0,-0.5,-0.0573031184451037,-0.96,0.0,0.0,-1.0,0.0,-0.6036036036036037,-0.339379672708277,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000o26lo8,http://www.google.com/base/feeds/snippets/10584509515076384561,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.9726495726495726,-0.9370212597684736,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000qjrska,http://www.google.com/base/feeds/snippets/10950320145415881131,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.9473684210526316,-0.98756934390357,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00008ava7,http://www.google.com/base/feeds/snippets/9680039907704769193,-1.0,0.0,-0.7894736842105263,-0.8884923193066282,-0.96,0.0,0.0,0.0,0.0,-0.829059829059829,-0.8740392879482954,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ep8oju,http://www.google.com/base/feeds/snippets/18369604924108315052,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6850393700787402,-0.7624576059215379,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000gkpds8,http://www.google.com/base/feeds/snippets/5515688203820371988,-1.0,0.0,0.7777777777777777,0.8536220487476023,-0.52,0.0,0.0,-1.0,0.0,-0.8878504672897196,-0.8802258014479218,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4545454545454545,0.0,0,0,1
b000pdnhno,http://www.google.com/base/feeds/snippets/12311932123270766595,0.0,0.0,0.0,-0.1302088735098716,-0.92,0.0,0.0,0.0,-1.0,-0.8649350649350649,-0.448311925921235,-0.6799999999999999,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.0,0.0,0.8181818181818182,0.0,0,0,1
b000emgcxs,http://www.google.com/base/feeds/snippets/12889229815100404501,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7878787878787878,-0.899435965812824,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ra20uq,http://www.google.com/base/feeds/snippets/594191839879876004,0.0,0.0,-0.6,0.2726066264207087,-0.92,0.0,0.0,-1.0,0.0,0.6790123456790123,0.7886009365334383,0.3600000000000001,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,0,1
b00062vfec,http://www.google.com/base/feeds/snippets/13436828206719982700,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9851178436173044,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hl1eie,http://www.google.com/base/feeds/snippets/10937992231118955654,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000fdetx6,http://www.google.com/base/feeds/snippets/14347880363069818371,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000eu10wi,http://www.google.com/base/feeds/snippets/7587316869277129977,0.0,0.0,0.7777777777777777,0.9328868009955756,-0.84,0.0,0.0,0.0,0.0,-0.7313432835820896,-0.7245543036196996,-0.6799999999999999,0.7777777777777778,0.0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.0,0,0,1
b000iflerk,http://www.google.com/base/feeds/snippets/13629048235166470951,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7192982456140351,-0.9094501565646542,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000o39u3g,http://www.google.com/base/feeds/snippets/13023052343955574084,0.0,0.0,0.8181818181818181,0.8838211118554773,-0.6,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.2,0.0,0,0,1
b000m6xk4k,http://www.google.com/base/feeds/snippets/7516347790713287981,-1.0,0.0,-0.1999999999999999,0.0156542187045243,-0.92,0.0,0.0,-1.0,-1.0,-0.6603773584905661,-0.6746394263118787,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000nkj29c,http://www.google.com/base/feeds/snippets/18387281427311179638,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9853890131109078,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000egidue,http://www.google.com/base/feeds/snippets/18264347410665748173,0.0,0.0,-0.6666666666666667,-0.6354533561945312,-0.96,0.0,0.0,0.0,0.0,0.2363636363636363,0.290274360842464,-0.1999999999999999,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000a40w4a,http://www.google.com/base/feeds/snippets/16720347622986234211,0.0,0.0,0.1764705882352941,0.4720709210241831,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000cp4ja0,http://www.google.com/base/feeds/snippets/18376040240975627932,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8666666666666667,-0.9320689434912508,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ftpmc2,http://www.google.com/base/feeds/snippets/18295674799419339725,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8549222797927462,-0.8443581481595391,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0001iqnc0,http://www.google.com/base/feeds/snippets/13434044089473512040,-1.0,-1.0,-0.8095238095238095,-0.8621285199128066,-0.96,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000063v0z,http://www.google.com/base/feeds/snippets/13801903643027621522,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8715596330275229,-0.8338527605522885,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000flhxky,http://www.google.com/base/feeds/snippets/13111765530931119660,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8896551724137931,-0.9044090694652748,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0006z16qq,http://www.google.com/base/feeds/snippets/18387089293641326632,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8095238095238095,-0.8679805789747483,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000b6n2m6,http://www.google.com/base/feeds/snippets/9246547342017279002,-1.0,0.0,-0.0588235294117647,0.1515953433156287,-0.8,0.0,0.0,-1.0,0.0,-0.7735849056603774,-0.2039252401294433,-0.64,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000h14rqk,http://www.google.com/base/feeds/snippets/14244906079749416423,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000g017kg,http://www.google.com/base/feeds/snippets/18405135648098652581,-1.0,0.0,-0.4666666666666667,0.0224687529284532,-0.88,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000ej9w0g,http://www.google.com/base/feeds/snippets/17968728254338011938,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000f8gxg2,http://www.google.com/base/feeds/snippets/13604290549206936185,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7333333333333334,-0.9731064089390732,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000bljed2,http://www.google.com/base/feeds/snippets/13747478666009449997,0.0,0.0,0.7142857142857142,0.9449722172641436,-0.8,0.0,0.0,0.0,0.0,-0.9452054794520548,-0.9696466446274772,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000m9c70k,http://www.google.com/base/feeds/snippets/18227817484834707150,0.0,0.0,-0.2727272727272727,0.2940242729292739,-0.88,0.0,0.0,0.0,0.0,-0.84,-0.8116682254727782,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0,0,1
b00004t2un,http://www.google.com/base/feeds/snippets/1687163653540779260,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.728813559322034,-0.939520014722494,-0.76,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b00006iqth,http://www.google.com/base/feeds/snippets/7301206683390188373,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000ndibl4,http://www.google.com/base/feeds/snippets/14992670292987095559,0.0,0.0,0.4285714285714286,0.2658852832398928,-0.8,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000bt8trg,http://www.google.com/base/feeds/snippets/11826731647881867985,-1.0,1.0,0.3333333333333332,0.6573047857604424,-0.8,0.0,0.0,-1.0,-1.0,-0.9365079365079364,-0.6487623124258387,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.8,0,0,1
b000bwbu6u,http://www.google.com/base/feeds/snippets/6282886480523973402,-1.0,0.0,0.0,0.1870867369087647,-0.84,0.0,0.0,-1.0,0.0,0.1428571428571428,-0.0033156065867155,-0.8,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0,0,1
b000hjott2,http://www.google.com/base/feeds/snippets/16558385795268912766,0.0,0.0,0.0666666666666666,0.1163670309301383,-0.84,0.0,0.0,-1.0,0.0,-0.85,-0.9677435785010144,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0,0,1
b000hbysf0,http://www.google.com/base/feeds/snippets/9117876336691363711,0.0,0.0,0.1428571428571428,0.393128474527044,-0.84,0.0,0.0,0.0,1.0,-0.7423728813559323,-0.0085746141048134,-0.56,0.0,0.5,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.6,0,0,1
b000aoz7jk,http://www.google.com/base/feeds/snippets/13556239020919475970,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.8,-0.9163828824393512,-0.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b0006g2tys,http://www.google.com/base/feeds/snippets/13620891765678065248,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.7383177570093458,-0.9217330643048568,-0.96,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000mu6mve,http://www.google.com/base/feeds/snippets/18443941499851911640,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000cs3s2m,http://www.google.com/base/feeds/snippets/15826564930744658524,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000hc0m36,http://www.google.com/base/feeds/snippets/17117356593337330452,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.7662337662337663,-0.9058916434581143,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000btac30,http://www.google.com/base/feeds/snippets/18354491221563512189,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
b000flcn40,http://www.google.com/base/feeds/snippets/10407485929174560675,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.7872340425531915,-0.841331986546443,-0.88,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0,0,0
b000in351k,http://www.google.com/base/feeds/snippets/17079453403984087719,1.0,0.0,0.6470588235294117,0.5989685509516738,-0.72,0.0,0.0,0.0,0.0,-0.6685082872928176,-0.1683114217321539,-0.72,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
b000rwdd9q,http://www.google.com/base/feeds/snippets/12795055230577743877,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.8805970149253731,-0.9143254797918112,-0.92,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
